Reference,Pad,Net,X mm,Y mm,Width mm,Height mm,Angle deg
D20,3,PORT_LIMIT_N,85.1875,58.25,1.475,0.6,0
D21,1,OCS3_N,89.8125,48.3,1.475,0.6,0
D21,2,OCS4_N,89.8125,50.2,1.475,0.6,0
D21,3,PORT_LIMIT_N,91.6875,49.25,1.475,0.6,0
D22,1,OCS1_N,74.8125,53.8,1.475,0.6,0
D22,2,OCS2_N,74.8125,55.7,1.475,0.6,0
D22,3,PORT_RAIL_OK,76.6875,54.75,1.475,0.6,0
D23,1,OCS3_N,78.0625,51.55,1.475,0.6,0
D23,2,OCS4_N,78.0625,53.45,1.475,0.6,0
D23,3,PORT_RAIL_OK,79.9375,52.5,1.475,0.6,0
Q2,1,HOST_PWR_OK,23.05,72.6875,1.475,0.6,90
Q2,2,GND1,24.95,72.6875,1.475,0.6,90
Q2,3,D2_K,24.0,70.8125,1.475,0.6,90
Q3,1,EXT_SELECTED,87.8125,51.8,1.475,0.6,0
Q3,2,GND2,87.8125,53.7,1.475,0.6,0
Q3,3,D6_K,89.6875,52.75,1.475,0.6,0
Q4,1,HOST_PRESENT,57.05,89.6875,1.475,0.6,90
Q4,2,GND2,58.95,89.6875,1.475,0.6,90
Q4,3,D7_K,58.0,87.8125,1.475,0.6,90
R81,1,PORT3_VBUS,119.25,71.4125,1.025,1.4,90
R81,2,PORT3_DISCHARGE_D,119.25,69.5875,1.025,1.4,90
R82,1,PORT4_VBUS,119.25,97.6625,1.025,1.4,90
R82,2,PORT4_DISCHARGE_D,119.25,95.8375,1.025,1.4,90
D14,1,PORT_ANY_ON,80.75,62.05,0.6,0.45,90
D14,2,PRTPWR1,80.75,59.95,0.6,0.45,90
D15,1,PORT_ANY_ON,81.7,65.0,0.6,0.45,0
D15,2,PRTPWR2,83.8,65.0,0.6,0.45,0
D16,1,PORT_ANY_ON,87.25,63.05,0.6,0.45,90
D16,2,PRTPWR3,87.25,60.95,0.6,0.45,90
D17,1,PORT_ANY_ON,78.5,62.05,0.6,0.45,90
D17,2,PRTPWR4,78.5,59.95,0.6,0.45,90
D2,1,D2_K,19.2125,72.0,0.875,0.95,0
D2,2,D2_A,20.7875,72.0,0.875,0.95,0
D6,1,D6_K,89.2125,63.75,0.875,0.95,0
D6,2,D6_A,90.7875,63.75,0.875,0.95,0
D7,1,D7_K,69.2125,90.0,0.875,0.95,0
D7,2,D7_A,70.7875,90.0,0.875,0.95,0
R111,1,EXT_TRIP,90.25,31.825,0.8,0.95,90
R111,2,GND2,90.25,30.175,0.8,0.95,90
R117,1,EXT_PORT_TRIP,92.175,55.75,0.8,0.95,0
R117,2,GND2,93.825,55.75,0.8,0.95,0
R20,1,EXT_REG_5V,101.0,34.575,0.8,0.95,90
R20,2,EXT_FB,101.0,32.925,0.8,0.95,90
R21,1,EXT_FB,98.75,36.325,0.8,0.95,90
R21,2,EXT_FB_LOW,98.75,34.675,0.8,0.95,90
R64,1,ISO_5V,82.0,53.325,0.8,0.95,90
R64,2,PORT_SENSE,82.0,51.675,0.8,0.95,90
R65,1,PORT_SENSE,74.425,52.0,0.8,0.95,0
R65,2,GND2,76.075,52.0,0.8,0.95,0
D1,1,VBUS_HOST,14.0,76.7,0.6,0.7,270
D1,2,GND1,14.0,75.3,0.6,0.7,270
D10,1,PORT3_VBUS,114.0,64.45,0.6,0.7,270
D10,2,GND2,114.0,63.05,0.6,0.7,270
D13,1,PORT4_VBUS,119.8,90.25,0.6,0.7,180
D13,2,GND2,121.2,90.25,0.6,0.7,180
D5,1,EXT_5V,81.0,11.7,0.6,0.7,270
D5,2,GND2,81.0,10.3,0.6,0.7,270
D8,1,PORT1_VBUS,110.0,26.45,0.6,0.7,270
D8,2,GND2,110.0,25.05,0.6,0.7,270
D9,1,PORT2_VBUS,110.0,41.45,0.6,0.7,270
D9,2,GND2,110.0,40.05,0.6,0.7,270
TP1,1,HOST_PWR_OK,24.25,68.5,1,1,0
TP10,1,PORT_SUPPLY,88.25,45.5,1,1,0
TP11,1,PORT_RAIL_OK,73.25,57.5,1,1,0
TP12,1,ISO_3V3,59.75,49.5,1,1,0
TP13,1,HUB_RESET_N,70.25,80.75,1,1,0
TP14,1,HUB_SDA,70.25,77.25,1,1,0
TP15,1,HUB_SCL,69.25,82.75,1,1,0
TP16,1,GND2,70.0,88.0,1,1,0
TP17,1,EXT_CURRENT_OK,88.5,28.25,1,1,0
TP2,1,HOST_LIMIT_N,19.25,39.5,1,1,0
TP3,1,ISO_SIDE_OK,34.75,75.5,1,1,0
TP4,1,HOST_PRESENT,49.25,75.5,1,1,0
TP5,1,DCDC_RAW,64.75,26.0,1,1,0
TP6,1,ISO_5V_PRE,62.0,26.5,1,1,0
TP7,1,EXT_3A_OK,100.75,16.5,1,1,0
TP8,1,EXT_REG_5V,94.25,33.0,1,1,0
TP9,1,ISO_5V,81.75,45.5,1,1,0
R1,1,VBUS_HOST,13.74,64.75,0.54,0.64,0
R1,2,HOST_VDET,14.76,64.75,0.54,0.64,0
R101,1,PRTPWR1,101.75,28.51,0.54,0.64,90
R101,2,GND2,101.75,27.49,0.54,0.64,90
R102,1,PRTPWR2,104.24,43.25,0.54,0.64,0
R102,2,GND2,105.26,43.25,0.54,0.64,0
R103,1,PORT3_EN,113.24,70.25,0.54,0.64,0
R103,2,GND2,114.26,70.25,0.54,0.64,0
R104,1,PORT4_EN,113.24,96.25,0.54,0.64,0
R104,2,GND2,114.26,96.25,0.54,0.64,0
R112,1,EXT_CURRENT_OK,85.74,28.5,0.54,0.64,0
R112,2,PORT_RAIL_OK,86.76,28.5,0.54,0.64,0
R119,1,PORT3_VBUS,115.49,65.5,0.54,0.64,0
R119,2,GND2,116.51,65.5,0.54,0.64,0
R120,1,PORT4_VBUS,114.25,90.51,0.54,0.64,90
R120,2,GND2,114.25,89.49,0.54,0.64,90
R16,1,EXT_5V,93.25,13.76,0.54,0.64,90
R16,2,EXT_VDET,93.25,12.74,0.54,0.64,90
R17,1,EXT_3V3,95.24,11.75,0.54,0.64,0
R17,2,EXT_OUT1,96.26,11.75,0.54,0.64,0
R18,1,EXT_3V3,95.25,14.51,0.54,0.64,90
R18,2,EXT_OUT2,95.25,13.49,0.54,0.64,90
R19,1,EXT_3A_OK,97.99,16.5,0.54,0.64,0
R19,2,GND2,99.01,16.5,0.54,0.64,0
R2,1,HOST_3V3,18.25,69.51,0.54,0.64,90
R2,2,HOST_OUT1,18.25,68.49,0.54,0.64,90
R22,1,EXT_FB_LOW,95.49,36.25,0.54,0.64,0
R22,2,GND2,96.51,36.25,0.54,0.64,0
R23,1,EXT_REG_5V,77.24,48.5,0.54,0.64,0
R23,2,MUX_PR1,78.26,48.5,0.54,0.64,0
R24,1,MUX_PR1,79.5,48.76,0.54,0.64,90
R24,2,GND2,79.5,47.74,0.54,0.64,90
R25,1,ISO_5V_PRE,74.99,48.5,0.54,0.64,0
R25,2,MUX_CP2,76.01,48.5,0.54,0.64,0
R26,1,MUX_CP2,73.74,47.25,0.54,0.64,0
R26,2,GND2,74.76,47.25,0.54,0.64,0
R27,1,MUX_ILIM,79.24,44.25,0.54,0.64,0
R27,2,GND2,80.26,44.25,0.54,0.64,0
R28,1,ISO_3V3,89.0,59.76,0.54,0.64,90
R28,2,EXT_SELECTED,89.0,58.74,0.54,0.64,90
R29,1,ISO_3V3,75.24,57.25,0.54,0.64,0
R29,2,D6_A,76.26,57.25,0.54,0.64,0
R3,1,HOST_3V3,11.75,67.76,0.54,0.64,90
R3,2,HOST_OUT2,11.75,66.74,0.54,0.64,90
R30,1,ISO_3V3,61.49,49.5,0.54,0.64,0
R30,2,D7_A,62.51,49.5,0.54,0.64,0
R31,1,HUB_VBUS_DET,83.24,83.25,0.54,0.64,0
R31,2,GND2,84.26,83.25,0.54,0.64,0
R33,1,ISO_3V3,68.5,81.01,0.54,0.64,90
R33,2,HUB_RESET_N,68.5,79.99,0.54,0.64,90
R34,1,ISO_3V3,68.5,78.76,0.54,0.64,90
R34,2,HUB_SCL,68.5,77.74,0.54,0.64,90
R35,1,ISO_3V3,79.74,76.25,0.54,0.64,0
R35,2,HUB_CFG1,80.76,76.25,0.54,0.64,0
R36,1,ISO_3V3,70.75,75.51,0.54,0.64,90
R36,2,HUB_SDA,70.75,74.49,0.54,0.64,90
R37,1,HOST_PRESENT,69.74,84.5,0.54,0.64,0
R37,2,HUB_VBUS_DET,70.76,84.5,0.54,0.64,0
R38,1,PORT1_ILIM,110.25,28.76,0.54,0.64,90
R38,2,GND2,110.25,27.74,0.54,0.64,90
R39,1,PORT2_ILIM,109.74,42.75,0.54,0.64,0
R39,2,GND2,110.76,42.75,0.54,0.64,0
R4,1,HOST_PWR_OK,24.99,66.75,0.54,0.64,0
R4,2,GND1,26.01,66.75,0.54,0.64,0
R40,1,PORT3_ILIM,116.49,70.5,0.54,0.64,0
R40,2,GND2,117.51,70.5,0.54,0.64,0
R44,1,PORT4_ILIM,116.49,96.5,0.54,0.64,0
R44,2,GND2,117.51,96.5,0.54,0.64,0
R47,1,ISO_3V3,110.24,30.0,0.54,0.64,0
R47,2,OCS1_N,111.26,30.0,0.54,0.64,0
R48,1,ISO_3V3,107.49,43.5,0.54,0.64,0
R48,2,OCS2_N,108.51,43.5,0.54,0.64,0
R49,1,ISO_3V3,114.24,71.5,0.54,0.64,0
R49,2,OCS3_N,115.26,71.5,0.54,0.64,0
R5,1,HOST_ILIM,19.25,42.51,0.54,0.64,90
R5,2,GND1,19.25,41.49,0.54,0.64,90
R50,1,ISO_3V3,114.24,97.5,0.54,0.64,0
R50,2,OCS4_N,115.26,97.5,0.54,0.64,0
R51,1,EQ10,34.24,80.25,0.54,0.64,0
R51,2,GND1,35.26,80.25,0.54,0.64,0
R52,1,EQ10,33.0,77.01,0.54,0.64,90
R52,2,U1_3V3_HOST,33.0,75.99,0.54,0.64,90
R53,1,EQ11,34.24,81.5,0.54,0.64,0
R53,2,GND1,35.26,81.5,0.54,0.64,0
R54,1,EQ11,33.0,81.51,0.54,0.64,90
R54,2,U1_3V3_HOST,33.0,80.49,0.54,0.64,90
R55,1,EQ20,48.74,80.25,0.54,0.64,0
R55,2,GND2,49.76,80.25,0.54,0.64,0
R56,1,EQ20,51.0,77.01,0.54,0.64,90
R56,2,ISO_3V3,51.0,75.99,0.54,0.64,90
R57,1,EQ21,48.74,81.5,0.54,0.64,0
R57,2,GND2,49.76,81.5,0.54,0.64,0
R58,1,EQ21,51.0,81.51,0.54,0.64,90
R58,2,ISO_3V3,51.0,80.49,0.54,0.64,90
R59,1,EXT_FSW,94.25,31.26,0.54,0.64,90
R59,2,GND2,94.25,30.24,0.54,0.64,90
R6,1,HOST_3V3,20.99,39.5,0.54,0.64,0
R6,2,HOST_LIMIT_N,22.01,39.5,0.54,0.64,0
R60,1,EXT_COMP,100.24,36.0,0.54,0.64,0
R60,2,EXT_COMP_ZERO,101.26,36.0,0.54,0.64,0
R61,1,EXT_3V3,93.24,29.0,0.54,0.64,0
R61,2,EXT_REG_PG,94.26,29.0,0.54,0.64,0
R62,1,PORT_ILIM,87.75,48.26,0.54,0.64,90
R62,2,GND2,87.75,47.24,0.54,0.64,90
R63,1,ISO_3V3,85.49,48.5,0.54,0.64,0
R63,2,BUS_LIMIT_RAW_N,86.51,48.5,0.54,0.64,0
R66,1,ISO_3V3,76.75,60.76,0.54,0.64,90
R66,2,PORT_RAIL_OK,76.75,59.74,0.54,0.64,90
R67,1,ISO_3V3,56.99,48.75,0.54,0.64,0
R67,2,BUCK33_PG,58.01,48.75,0.54,0.64,0
R72,1,ISO_3V3,123.5,66.76,0.54,0.64,90
R72,2,U20_PORT,123.5,65.74,0.54,0.64,90
R73,1,ISO_3V3,122.49,71.25,0.54,0.64,0
R73,2,PORT3_ID_N,123.51,71.25,0.54,0.64,0
R74,1,PORT3_VBUS,125.24,69.0,0.54,0.64,0
R74,2,PORT3_VDET,126.26,69.0,0.54,0.64,0
R75,1,ISO_3V3,122.49,91.75,0.54,0.64,0
R75,2,U21_PORT,123.51,91.75,0.54,0.64,0
R76,1,ISO_3V3,122.49,96.25,0.54,0.64,0
R76,2,PORT4_ID_N,123.51,96.25,0.54,0.64,0
R77,1,PORT4_VBUS,125.24,94.0,0.54,0.64,0
R77,2,PORT4_VDET,126.26,94.0,0.54,0.64,0
R83,1,PORT_ANY_ON,79.49,63.5,0.54,0.64,0
R83,2,GND2,80.51,63.5,0.54,0.64,0
R9,1,HOST_3V3,23.75,63.51,0.54,0.64,90
R9,2,D2_A,23.75,62.49,0.54,0.64,90
C116,1,ISO_3V3,95.525,41.5,1.15,2.7,0
C116,2,BUS_FAULT_CAP,98.475,41.5,1.15,2.7,0
C117,1,ISO_3V3,99.75,44.73,0.56,0.62,90
C117,2,GND2,99.75,43.77,0.56,0.62,90
R121,1,BUS_LIMIT_RAW_N,94.25,45.51,0.54,0.64,90
R121,2,BUS_FAULT_FILTER_N,94.25,44.49,0.54,0.64,90
R122,1,BUS_FAULT_FILTER_N,94.24,47.25,0.54,0.64,0
R122,2,BUS_FAULT_CAP,95.26,47.25,0.54,0.64,0
