Reference,MPN,Footprint,Pin,Function,Expected net,Pad X mm,Pad Y mm,Pad width mm,Pad height mm,Manufacturer source
R47,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,1,,ISO_3V3,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R47,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,2,,OCS1_N,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
U16,USBLC6-2SC6,hub-lib:SOT-23-6,1,I/O1,PORT1_D-,-1.1375,-0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U16,USBLC6-2SC6,hub-lib:SOT-23-6,6,I/O1,PORT1_D-,1.1375,-0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U16,USBLC6-2SC6,hub-lib:SOT-23-6,3,I/O2,PORT1_D+,-1.1375,0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U16,USBLC6-2SC6,hub-lib:SOT-23-6,4,I/O2,PORT1_D+,1.1375,0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U16,USBLC6-2SC6,hub-lib:SOT-23-6,2,GND,GND2,-1.1375,0,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U16,USBLC6-2SC6,hub-lib:SOT-23-6,5,VBUS,PORT1_VBUS,1.1375,0,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
C43,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,PORT_SUPPLY,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C43,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C44,EEEFK1A221P,hub-lib:CP_Elec_8x6.2,1,,PORT1_VBUS,-3.05,0,4,2.5,https://industrial.panasonic.com/ww/products/pt/aluminum-cap-smd/models/EEEFK1A221P
C44,EEEFK1A221P,hub-lib:CP_Elec_8x6.2,2,,GND2,3.05,0,4,2.5,https://industrial.panasonic.com/ww/products/pt/aluminum-cap-smd/models/EEEFK1A221P
C45,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,PORT1_VBUS,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C45,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
R101,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,1,,PRTPWR1,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R101,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,2,,GND2,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,1,VBUS,PORT2_VBUS,0,0,1.6,1.6,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,2,D-,PORT2_D-,2,0,1.6,1.6,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,3,D+,PORT2_D+,4,0,1.6,1.6,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,4,GND,GND2,6,0,1.6,1.6,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,SH,Shield,GND2,-0.73,-2.72,2.15,2.15,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,SH,Shield,GND2,-0.73,2.72,2.15,2.15,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,SH,Shield,GND2,6.27,-2.72,2.15,2.15,https://www.we-online.com/components/products/datasheet/614004134726.pdf
J4,614004134726,hub-lib:USB_A_Wuerth_614004134726_Horizontal,SH,Shield,GND2,6.27,2.72,2.15,2.15,https://www.we-online.com/components/products/datasheet/614004134726.pdf
U13,TPS2553DBVR,hub-lib:SOT-23-6,1,IN,PORT_SUPPLY,-1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U13,TPS2553DBVR,hub-lib:SOT-23-6,2,GND,GND2,-1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U13,TPS2553DBVR,hub-lib:SOT-23-6,3,EN,PRTPWR2,-1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U13,TPS2553DBVR,hub-lib:SOT-23-6,4,~{FAULT},OCS2_N,1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U13,TPS2553DBVR,hub-lib:SOT-23-6,5,ILIM,PORT2_ILIM,1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U13,TPS2553DBVR,hub-lib:SOT-23-6,6,OUT,PORT2_VBUS,1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
R39,ERJ2RKF4642X,hub-lib:R_0402_1005Metric,1,,PORT2_ILIM,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R39,ERJ2RKF4642X,hub-lib:R_0402_1005Metric,2,,GND2,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R48,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,1,,ISO_3V3,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R48,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,2,,OCS2_N,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
U17,USBLC6-2SC6,hub-lib:SOT-23-6,1,I/O1,PORT2_D-,-1.1375,-0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U17,USBLC6-2SC6,hub-lib:SOT-23-6,6,I/O1,PORT2_D-,1.1375,-0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U17,USBLC6-2SC6,hub-lib:SOT-23-6,3,I/O2,PORT2_D+,-1.1375,0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U17,USBLC6-2SC6,hub-lib:SOT-23-6,4,I/O2,PORT2_D+,1.1375,0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U17,USBLC6-2SC6,hub-lib:SOT-23-6,2,GND,GND2,-1.1375,0,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U17,USBLC6-2SC6,hub-lib:SOT-23-6,5,VBUS,PORT2_VBUS,1.1375,0,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
C46,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,PORT_SUPPLY,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C46,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C47,EEEFK1A221P,hub-lib:CP_Elec_8x6.2,1,,PORT2_VBUS,-3.05,0,4,2.5,https://industrial.panasonic.com/ww/products/pt/aluminum-cap-smd/models/EEEFK1A221P
C47,EEEFK1A221P,hub-lib:CP_Elec_8x6.2,2,,GND2,3.05,0,4,2.5,https://industrial.panasonic.com/ww/products/pt/aluminum-cap-smd/models/EEEFK1A221P
C48,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,PORT2_VBUS,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C48,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
R102,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,1,,PRTPWR2,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R102,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,2,,GND2,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A1,GND,GND2,-3.25,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A12,GND,GND2,3.25,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B1,GND,GND2,3.25,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B12,GND,GND2,-3.25,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,SH,SHIELD,GND2,-4.32,-3.13,1,2.1,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,SH,SHIELD,GND2,-4.32,1.05,1,1.6,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,SH,SHIELD,GND2,4.32,-3.13,1,2.1,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,SH,SHIELD,GND2,4.32,1.05,1,1.6,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A4,VBUS,PORT3_VBUS,-2.45,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A9,VBUS,PORT3_VBUS,2.45,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B4,VBUS,PORT3_VBUS,2.45,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B9,VBUS,PORT3_VBUS,-2.45,-4.045,0.6,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A5,CC1,PORT3_CC1,-1.25,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B5,CC2,PORT3_CC2,1.75,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A8,SBU1,NC,1.25,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B8,SBU2,NC,-1.75,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A6,D+,PORT3_D+,-0.25,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B6,D+,PORT3_D+,0.75,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,A7,D-,PORT3_D-,0.25,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
J5,TYPE-C-31-M-12,hub-lib:USB_C_Receptacle_HRO_TYPE-C-31-M-12,B7,D-,PORT3_D-,-0.75,-4.045,0.3,1.45,https://datasheet.lcsc.com/datasheet/pdf/9e56b777c022540fcce7c7f67825f55e.pdf?productCode=C165948
U14,TPS2553DBVR,hub-lib:SOT-23-6,1,IN,PORT_SUPPLY,-1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U14,TPS2553DBVR,hub-lib:SOT-23-6,2,GND,GND2,-1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U14,TPS2553DBVR,hub-lib:SOT-23-6,3,EN,PORT3_EN,-1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U14,TPS2553DBVR,hub-lib:SOT-23-6,4,~{FAULT},OCS3_N,1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U14,TPS2553DBVR,hub-lib:SOT-23-6,5,ILIM,PORT3_ILIM,1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
U14,TPS2553DBVR,hub-lib:SOT-23-6,6,OUT,PORT3_VBUS,1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/tps2553.pdf
R40,ERJ2RKF4642X,hub-lib:R_0402_1005Metric,1,,PORT3_ILIM,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R40,ERJ2RKF4642X,hub-lib:R_0402_1005Metric,2,,GND2,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R49,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,1,,ISO_3V3,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R49,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,2,,OCS3_N,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
U18,USBLC6-2SC6,hub-lib:SOT-23-6,1,I/O1,PORT3_D-,-1.1375,-0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U18,USBLC6-2SC6,hub-lib:SOT-23-6,6,I/O1,PORT3_D-,1.1375,-0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U18,USBLC6-2SC6,hub-lib:SOT-23-6,3,I/O2,PORT3_D+,-1.1375,0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U18,USBLC6-2SC6,hub-lib:SOT-23-6,4,I/O2,PORT3_D+,1.1375,0.95,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U18,USBLC6-2SC6,hub-lib:SOT-23-6,2,GND,GND2,-1.1375,0,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
U18,USBLC6-2SC6,hub-lib:SOT-23-6,5,VBUS,PORT3_VBUS,1.1375,0,1.325,0.6,https://www.st.com/resource/en/datasheet/usblc6-2.pdf
C49,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,PORT_SUPPLY,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C49,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C50,GRM21BR61E106KA73L,hub-lib:C_0805_2012Metric,1,,PORT3_VBUS,-0.95,0,1,1.45,https://www.murata.com/en-global/products/productdetail?partno=GRM21BR61E106KA73%23
C50,GRM21BR61E106KA73L,hub-lib:C_0805_2012Metric,2,,GND2,0.95,0,1,1.45,https://www.murata.com/en-global/products/productdetail?partno=GRM21BR61E106KA73%23
C51,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,PORT3_VBUS,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C51,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
R103,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,1,,PORT3_EN,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R103,ERJ2RKF1003X,hub-lib:R_0402_1005Metric,2,,GND2,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,1,CC1,PORT3_CC1,-0.725,-0.2,0.85,0.2,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,2,CC2,PORT3_CC2,-0.725,0.2,0.85,0.2,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,3,PORT,U20_PORT,-0.6,0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,4,VBUS_DET,PORT3_VDET,-0.2,0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,5,ADDR,NC,0.2,0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,6,OUT3,NC,0.6,0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,7,OUT1,NC,0.725,0.2,0.85,0.2,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,8,OUT2,NC,0.725,-0.2,0.85,0.2,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,9,ID,PORT3_ID_N,0.6,-0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,10,GND,GND2,0.2,-0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,11,EN_N,GND2,-0.2,-0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
U20,TUSB320LAIRWBR,hub-lib:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,12,VDD,ISO_3V3,-0.6,-0.825,0.2,0.65,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf
R72,ERJ2RKF4701X,hub-lib:R_0402_1005Metric,1,,ISO_3V3,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R72,ERJ2RKF4701X,hub-lib:R_0402_1005Metric,2,,U20_PORT,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R73,ERJ2RKF1002X,hub-lib:R_0402_1005Metric,1,,ISO_3V3,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R73,ERJ2RKF1002X,hub-lib:R_0402_1005Metric,2,,PORT3_ID_N,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R74,ERJ2RKF9093X,hub-lib:R_0402_1005Metric,1,,PORT3_VBUS,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R74,ERJ2RKF9093X,hub-lib:R_0402_1005Metric,2,,PORT3_VDET,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
U35,SN74LVC1G04DBVR,hub-lib:SOT-23-5,1,NC,NC,-1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U35,SN74LVC1G04DBVR,hub-lib:SOT-23-5,2,,PORT3_ID_N,-1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U35,SN74LVC1G04DBVR,hub-lib:SOT-23-5,3,GND,GND2,-1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U35,SN74LVC1G04DBVR,hub-lib:SOT-23-5,4,,PORT3_ATTACHED,1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U35,SN74LVC1G04DBVR,hub-lib:SOT-23-5,5,VCC,ISO_3V3,1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U37,SN74LVC1G08DBVR,hub-lib:SOT-23-5,1,,PRTPWR3,-1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g08.pdf
U37,SN74LVC1G08DBVR,hub-lib:SOT-23-5,2,,PORT3_ATTACHED,-1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g08.pdf
U37,SN74LVC1G08DBVR,hub-lib:SOT-23-5,3,GND,GND2,-1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g08.pdf
U37,SN74LVC1G08DBVR,hub-lib:SOT-23-5,4,,PORT3_EN,1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g08.pdf
U37,SN74LVC1G08DBVR,hub-lib:SOT-23-5,5,VCC,ISO_3V3,1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g08.pdf
U39,SN74LVC1G04DBVR,hub-lib:SOT-23-5,1,NC,NC,-1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U39,SN74LVC1G04DBVR,hub-lib:SOT-23-5,2,,PORT3_EN,-1.1375,0,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U39,SN74LVC1G04DBVR,hub-lib:SOT-23-5,3,GND,GND2,-1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U39,SN74LVC1G04DBVR,hub-lib:SOT-23-5,4,,PORT3_DISCHARGE,1.1375,0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
U39,SN74LVC1G04DBVR,hub-lib:SOT-23-5,5,VCC,ISO_3V3,1.1375,-0.95,1.325,0.6,https://www.ti.com/lit/ds/symlink/sn74lvc1g04.pdf
Q5,"2N7002,215",hub-lib:SOT-23,1,G,PORT3_DISCHARGE,-0.9375,-0.95,1.475,0.6,https://assets.nexperia.com/documents/data-sheet/2N7002.pdf
Q5,"2N7002,215",hub-lib:SOT-23,2,S,GND2,-0.9375,0.95,1.475,0.6,https://assets.nexperia.com/documents/data-sheet/2N7002.pdf
Q5,"2N7002,215",hub-lib:SOT-23,3,D,PORT3_DISCHARGE_D,0.9375,0,1.475,0.6,https://assets.nexperia.com/documents/data-sheet/2N7002.pdf
R119,ERJ2RKF1002X,hub-lib:R_0402_1005Metric,1,,PORT3_VBUS,-0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R119,ERJ2RKF1002X,hub-lib:R_0402_1005Metric,2,,GND2,0.51,0,0.54,0.64,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R81,ERJ6ENF1000V,hub-lib:R_0805_2012Metric,1,,PORT3_VBUS,-0.9125,0,1.025,1.4,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
R81,ERJ6ENF1000V,hub-lib:R_0805_2012Metric,2,,PORT3_DISCHARGE_D,0.9125,0,1.025,1.4,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C307.pdf
C99,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,ISO_3V3,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C99,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C100,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,ISO_3V3,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C100,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,2,,GND2,0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
C101,GRM155R71H104KE14D,hub-lib:C_0402_1005Metric,1,,ISO_3V3,-0.48,0,0.56,0.62,https://www.murata.com/en-global/products/productdetail?partno=GRM155R71H104KE14%23
